dateCrawled,name,seller,offerType,price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,nrOfPictures,postalCode,lastSeen
02-04-2016 16:53,Volkswagen_Passat_Variant_1.9_TDI_Comfortline,privat,Angebot,6500,control,kombi,2007,manuell,105,passat,150000,8,diesel,volkswagen,nein,02-04-2016 00:00,0,70372,06-04-2016 16:15
15-03-2016 00:42,Skoda_Fabia_1.2_Klima_Euro_4,privat,Angebot,1850,test,kleinwagen,2005,manuell,0,fabia,80000,9,benzin,skoda,,14-03-2016 00:00,0,38723,15-03-2016 20:47
20-03-2016 09:39,Mazda_323f_Tuev_bis_Januar_2018,privat,Angebot,1250,control,limousine,2001,manuell,98,3_reihe,150000,0,benzin,mazda,nein,20-03-2016 00:00,0,59192,25-03-2016 07:17
02-04-2016 15:46,Schoenes_Golf_Cabrio,privat,Angebot,2500,control,cabrio,1995,manuell,110,golf,125000,3,benzin,volkswagen,nein,02-04-2016 00:00,0,78267,06-04-2016 14:18
10-03-2016 12:47,Audi_a4_1.8,privat,Angebot,275,test,,2000,manuell,125,a4,150000,3,benzin,audi,ja,10-03-2016 00:00,0,41462,11-03-2016 12:47
21-03-2016 21:51,Audi_A5_3.0_TDI_DPF_quattro,privat,Angebot,19000,control,coupe,2008,manuell,239,a5,150000,1,diesel,audi,nein,21-03-2016 00:00,0,53639,07-04-2016 02:46
06-03-2016 15:48,BMW_Z4_roadster_3.0i___Voll__M_Paket__Top_Zustand,privat,Angebot,11500,test,cabrio,2003,manuell,231,z_reihe,150000,3,benzin,bmw,nein,06-03-2016 00:00,0,55122,08-03-2016 07:33
08-03-2016 22:53,Volkswagen_Jetta_2.0_TDI_DPF_Freestyle,privat,Angebot,8999,test,limousine,2009,manuell,140,jetta,150000,12,diesel,volkswagen,nein,08-03-2016 00:00,0,44629,06-04-2016 01:46
04-04-2016 20:59,VW_Polo_6N2,privat,Angebot,1500,control,kleinwagen,2000,automatik,75,polo,150000,12,benzin,volkswagen,nein,04-04-2016 00:00,0,21706,06-04-2016 23:44
28-03-2016 15:56,Golf_5_1.9_TDI_Bluemotion,privat,Angebot,2500,control,limousine,2004,manuell,105,golf,125000,7,diesel,volkswagen,,28-03-2016 00:00,0,85410,28-03-2016 15:56
29-03-2016 18:50,Volvo_S80_2.0T_Business,privat,Angebot,2599,test,limousine,1999,automatik,163,andere,150000,11,benzin,volvo,nein,29-03-2016 00:00,0,65462,06-04-2016 07:15
16-03-2016 19:57,Peugeot_406__1.6l___gruene_Plakette,privat,Angebot,600,test,limousine,1997,manuell,88,,150000,2,benzin,peugeot,ja,16-03-2016 00:00,0,26441,22-03-2016 20:47
06-03-2016 14:46,Golf_4__TÜV_12.2017_zweite_Hand_mit_schiebedach_vier_Tueren,privat,Angebot,1799,control,limousine,1999,manuell,75,golf,150000,9,,volkswagen,nein,06-03-2016 00:00,0,35410,12-03-2016 14:37
05-03-2016 21:56,BMW_316_ti_compact_Automatik_1.Hand__1_5_jahr_Tuev_Au_Garagenwagen,privat,Angebot,2450,test,,2017,automatik,116,3er,150000,5,benzin,bmw,,05-03-2016 00:00,0,13409,10-03-2016 07:17
09-03-2016 15:46,BMW_320d_touring,privat,Angebot,4950,control,kombi,2004,automatik,150,3er,150000,9,diesel,bmw,nein,09-03-2016 00:00,0,94419,21-03-2016 20:45
21-03-2016 13:55,Seat_Ibiza_1.9_TDI_Freeze_Klimaautomatik__Partikelfil,privat,Angebot,2700,test,kleinwagen,2001,manuell,90,ibiza,20000,10,diesel,seat,nein,21-03-2016 00:00,0,76474,06-04-2016 09:46
16-03-2016 12:51,Touareg_2.5TDI_Full,privat,Angebot,4500,test,bus,2003,manuell,0,touareg,150000,8,diesel,volkswagen,,16-03-2016 00:00,0,51065,16-03-2016 12:51
05-04-2016 10:51,Vw_Golf_6_1_6l,privat,Angebot,7999,control,limousine,2008,manuell,102,golf,80000,11,benzin,volkswagen,,05-04-2016 00:00,0,12349,07-04-2016 14:56
10-03-2016 18:39,A3_2.0_TDI_Ambition,privat,Angebot,2900,test,andere,2003,,0,a3,150000,10,diesel,audi,nein,10-03-2016 00:00,0,97996,10-03-2016 18:39
31-03-2016 22:47,Audi_80_1.6_E,privat,Angebot,1200,test,limousine,1993,manuell,101,80,150000,0,benzin,audi,,31-03-2016 00:00,0,59269,06-04-2016 18:48
07-03-2016 13:56,Bastler_Fiat_Punto_Cabrio_mit_TÜV,privat,Angebot,0,control,kleinwagen,1999,,60,,150000,4,,fiat,ja,07-03-2016 00:00,0,34537,09-03-2016 14:48
12-03-2016 14:53,Peugeot_307_CC__109PS__Top_Zustand__Cabrio,privat,Angebot,5300,test,cabrio,2005,manuell,109,andere,60000,3,benzin,peugeot,,12-03-2016 00:00,0,66557,03-04-2016 00:15
24-03-2016 18:31,Nissan_Primera_1.8,privat,Angebot,850,test,limousine,2000,manuell,114,primera,150000,12,benzin,nissan,nein,24-03-2016 00:00,0,56575,06-04-2016 04:45
22-03-2016 19:36,Audi_A3_Cabriolet_1.8_TFSI_S_tronic_Ambition,privat,Angebot,20600,test,cabrio,2011,automatik,160,a3,60000,3,benzin,audi,nein,22-03-2016 00:00,0,85435,06-04-2016 14:17
23-03-2016 21:36,Volkswagen_New_Beetle_2.0,privat,Angebot,2100,test,limousine,2000,manuell,116,beetle,150000,4,benzin,volkswagen,nein,23-03-2016 00:00,0,90419,26-03-2016 17:16
31-03-2016 17:58,Toyota_RAV4_d_4x4,privat,Angebot,7000,control,suv,2006,manuell,177,rav,150000,0,diesel,toyota,nein,31-03-2016 00:00,0,51105,06-04-2016 11:44
06-03-2016 23:51,Mercedes_Benz_C_180_T_Kompressor_Classic,privat,Angebot,4990,control,kombi,2003,automatik,143,c_klasse,150000,9,benzin,mercedes_benz,nein,06-03-2016 00:00,0,48529,08-03-2016 15:45
14-03-2016 12:36,Opel_Combo_1.7_Tour,privat,Angebot,1650,test,kombi,2003,manuell,65,combo,30000,10,diesel,opel,nein,14-03-2016 00:00,0,45356,23-03-2016 12:46
02-04-2016 14:58,FORD_FIESTA_MIT_NEUEM_TÜV_11.2017_SCHWARZ_Preis:_1.050_€,privat,Angebot,1050,test,kleinwagen,2001,manuell,60,fiesta,150000,10,benzin,ford,nein,02-04-2016 00:00,0,58239,06-04-2016 14:16
15-03-2016 17:53,BMW_316i_Touring,privat,Angebot,200,control,kombi,1991,manuell,99,3er,150000,10,benzin,bmw,nein,15-03-2016 00:00,0,72770,16-03-2016 15:44
30-03-2016 17:53,heute_oder_nie,privat,Angebot,110,control,kleinwagen,1995,manuell,45,corsa,150000,0,benzin,opel,,30-03-2016 00:00,0,26123,01-04-2016 12:18
03-04-2016 16:55,Citroën_XM_2.0_SX_Mit_Fast_neuen_TÜV,privat,Angebot,1750,control,limousine,2000,manuell,132,andere,150000,10,benzin,citroen,nein,03-04-2016 00:00,0,48432,05-04-2016 16:46
24-03-2016 15:48,Mercedes_Benz_230_CE_Autom._SD__Orig._44_TKM,privat,Angebot,8400,test,coupe,1989,automatik,132,andere,50000,9,benzin,mercedes_benz,nein,24-03-2016 00:00,0,24976,07-04-2016 07:46
14-03-2016 14:38,BMW_320d_DPF_Touring,privat,Angebot,7500,control,kombi,2007,manuell,163,3er,150000,6,diesel,bmw,nein,14-03-2016 00:00,0,52353,05-04-2016 16:44
08-03-2016 18:37,Ford_Fiesta_4/5__tueren__HU_juli_2017,privat,Angebot,599,test,limousine,1998,manuell,50,fiesta,150000,10,benzin,ford,nein,08-03-2016 00:00,0,89269,11-03-2016 14:17
26-03-2016 20:58,Audi_A4_3.0_Automatik,privat,Angebot,3700,control,kombi,2001,automatik,220,a4,150000,9,benzin,audi,nein,26-03-2016 00:00,0,16816,06-04-2016 12:17
22-03-2016 15:52,Hyndai_I10_WM_Edition,privat,Angebot,3200,control,kleinwagen,2010,manuell,67,i_reihe,70000,7,benzin,hyundai,ja,22-03-2016 00:00,0,82131,31-03-2016 13:17
20-03-2016 15:43,BMW_X5_3.0_d,privat,Angebot,8000,control,limousine,2003,automatik,184,x_reihe,150000,10,diesel,bmw,nein,20-03-2016 00:00,0,77694,06-04-2016 19:45
19-03-2016 15:56,Land_Rover_Freelander_TD4_Aut._SE,privat,Angebot,27500,control,suv,2014,automatik,150,freelander,40000,2,diesel,land_rover,nein,19-03-2016 00:00,0,63846,19-03-2016 15:56
10-03-2016 12:37,Volkswagen_VW_Touran_1.6_FSI,privat,Angebot,6066,test,bus,2006,manuell,116,touran,80000,4,benzin,volkswagen,nein,10-03-2016 00:00,0,41564,27-03-2016 10:15
23-03-2016 12:38,BMW_e90_330i___ATM_100.000,privat,Angebot,9500,control,limousine,2005,automatik,258,3er,150000,8,benzin,bmw,,23-03-2016 00:00,0,86179,05-04-2016 11:18
13-03-2016 11:48,Mercedes_Benz_C_Klasse__Avantgarde__Facelift__AHK,privat,Angebot,17500,control,kombi,2011,automatik,156,c_klasse,70000,7,benzin,mercedes_benz,nein,13-03-2016 00:00,0,73099,17-03-2016 13:15
12-03-2016 18:56,Wunderschoener_Seat_Leon_1M,privat,Angebot,2179,test,kleinwagen,2000,manuell,101,leon,150000,9,benzin,seat,nein,12-03-2016 00:00,0,29328,17-03-2016 22:17
12-03-2016 18:46,AUDI_A4_B5__Bastlerfahrzeug__,privat,Angebot,500,test,limousine,1995,manuell,125,a4,150000,1,benzin,audi,,12-03-2016 00:00,0,84180,24-03-2016 18:46
10-03-2016 09:47,Schoener_VW_Polo_Baujahr_1996_mit_TueV_bis_2017_und_AHK,privat,Angebot,999,test,kleinwagen,1996,manuell,45,polo,150000,6,benzin,volkswagen,nein,10-03-2016 00:00,0,49324,06-04-2016 07:16
25-03-2016 00:59,Verkaufe_Opel_Astra_H_1_6_16_v_Teilledersitze,privat,Angebot,4000,control,limousine,2004,manuell,105,astra,150000,3,benzin,opel,nein,24-03-2016 00:00,0,33100,26-03-2016 17:45
12-03-2016 18:48,Skoda_Fabia_Kombi_Klima_1.Hand_Scheckheft_gepflegt,privat,Angebot,3999,test,kombi,2009,manuell,69,fabia,150000,10,benzin,skoda,nein,12-03-2016 00:00,0,12526,15-03-2016 05:45
30-03-2016 04:03,Audi__A1_Sportback_Ambition,privat,Angebot,16320,test,limousine,2014,manuell,122,a1,10000,9,benzin,audi,nein,30-03-2016 00:00,0,74177,06-04-2016 23:46
30-03-2016 21:36,Opel_Astra_Kombi_dunkelgruen_1_6L_75_PS._TÜV_08/17,privat,Angebot,950,test,kombi,1998,manuell,75,astra,150000,12,benzin,opel,nein,30-03-2016 00:00,0,33607,03-04-2016 14:19
10-03-2016 00:52,Audi_A4_Avant_2.0_TDI_DPF_Attraction,privat,Angebot,13750,control,kombi,2011,manuell,143,a4,125000,3,diesel,audi,nein,09-03-2016 00:00,0,57439,05-04-2016 19:18
03-04-2016 14:53,Oldtimer_Ascona_C,privat,Angebot,1550,test,limousine,1982,manuell,0,andere,150000,0,benzin,opel,,03-04-2016 00:00,0,84568,05-04-2016 14:15
26-03-2016 18:42,MB_C_Klasse_200CDi,privat,Angebot,1750,test,,2017,automatik,122,c_klasse,150000,11,,mercedes_benz,,26-03-2016 00:00,0,26131,28-03-2016 07:18
21-03-2016 20:48,Mercedes_Benz_A_160_Elegance,privat,Angebot,2250,control,limousine,2004,manuell,102,a_klasse,150000,2,benzin,mercedes_benz,nein,21-03-2016 00:00,0,90443,07-04-2016 00:44
14-03-2016 11:53,Opel_Kadett_Cabrio,privat,Angebot,0,test,cabrio,1991,manuell,75,kadett,125000,0,benzin,opel,,14-03-2016 00:00,0,98631,07-04-2016 14:57
16-03-2016 11:41,Ferrari_California_F1,privat,Angebot,120000,test,cabrio,2012,automatik,666,,20000,7,benzin,sonstige_autos,nein,16-03-2016 00:00,0,80331,21-03-2016 10:48
09-03-2016 19:36,Jaguar_Stype_4_0_LPG_V8,privat,Angebot,4000,test,limousine,2000,automatik,289,s_type,150000,10,lpg,jaguar,,09-03-2016 00:00,0,45665,21-03-2016 02:18
03-04-2016 16:56,Opel_astra_g,privat,Angebot,1099,control,,2016,manuell,75,astra,125000,3,,opel,,03-04-2016 00:00,0,4808,05-04-2016 16:46
12-03-2016 21:36,Volkswagen_Golf_1.6_Aktion,privat,Angebot,1300,test,limousine,1999,manuell,101,golf,150000,12,benzin,volkswagen,nein,12-03-2016 00:00,0,63911,12-03-2016 23:44
24-03-2016 13:49,Peugeout_206,privat,Angebot,800,control,kleinwagen,2004,,60,andere,150000,0,,peugeot,,24-03-2016 00:00,0,65599,29-03-2016 14:18
26-03-2016 13:48,Mercedes_Benz_213_CDI_Sprinter_Mitt_Klimaanlage_1_Hand,privat,Angebot,6950,control,bus,2006,manuell,129,sprinter,150000,3,diesel,mercedes_benz,nein,26-03-2016 00:00,0,50733,07-04-2016 12:15
25-03-2016 15:38,Verkaufe_VW_Passat_1_8_hat_Alcatara_Sitze_Tuev_bis_09.2017,privat,Angebot,650,test,kombi,1998,manuell,125,passat,150000,12,benzin,volkswagen,,25-03-2016 00:00,0,84034,25-03-2016 15:38
17-03-2016 19:39,Ford_c_max,privat,Angebot,1900,control,bus,2003,manuell,125,c_max,150000,1,,ford,nein,17-03-2016 00:00,0,53909,01-04-2016 10:46
17-03-2016 13:37,Mercedes_Benz_SLK_200_Kompressor,privat,Angebot,3333,control,cabrio,2000,automatik,163,slk,150000,5,benzin,mercedes_benz,ja,17-03-2016 00:00,0,92224,20-03-2016 15:45
24-03-2016 11:48,BMW_X3_2.0d,privat,Angebot,11900,test,suv,2004,manuell,150,x_reihe,125000,12,diesel,bmw,nein,24-03-2016 00:00,0,51674,07-04-2016 02:44
03-04-2016 09:01,Mercedes_Benz_A_140,privat,Angebot,1480,test,limousine,1999,manuell,82,a_klasse,150000,12,benzin,mercedes_benz,nein,03-04-2016 00:00,0,30559,05-04-2016 07:17
09-03-2016 08:25,Opel_Tigra_Twin_Top_1.4_Cosmo,privat,Angebot,3666,test,cabrio,2005,manuell,90,tigra,150000,4,benzin,opel,nein,09-03-2016 00:00,0,55481,06-04-2016 05:46
19-03-2016 11:45,Ford_C_Max_AHK_Klima_gepflegt,privat,Angebot,2890,test,bus,2004,manuell,120,c_max,150000,3,benzin,ford,nein,19-03-2016 00:00,0,64646,02-04-2016 15:17
23-03-2016 17:44,Ford_C_Max_Trend_/_Fun_1.8,privat,Angebot,3799,control,bus,2005,manuell,125,c_max,150000,8,benzin,ford,nein,23-03-2016 00:00,0,66839,23-03-2016 17:44
15-03-2016 14:25,Ford_S_Max_2.0_TDCi_DPF_Durashift_6_tronic_Titanium,privat,Angebot,21500,test,bus,2011,automatik,163,s_max,70000,11,diesel,ford,nein,15-03-2016 00:00,0,61350,25-03-2016 07:16
24-03-2016 09:52,BMW_120_UNFALL_ZUM_AUSSCHLACHTEN,privat,Angebot,3500,control,,2010,automatik,0,1er,150000,1,diesel,bmw,ja,24-03-2016 00:00,0,76344,02-04-2016 23:16
07-03-2016 08:55,Peugeot_207+_Street_Racing,privat,Angebot,4700,control,kleinwagen,2010,manuell,75,2_reihe,80000,12,benzin,peugeot,nein,07-03-2016 00:00,0,66271,01-04-2016 15:45
10-03-2016 07:54,Seat_Leon_1.9_TDI_Torro,privat,Angebot,3900,control,limousine,2006,manuell,101,leon,150000,3,diesel,seat,nein,10-03-2016 00:00,0,55566,06-04-2016 04:44
17-03-2016 18:51,Tausche_Golf_4___AHK___TÜV_neu__,privat,Angebot,1,control,kleinwagen,1998,manuell,75,golf,150000,5,benzin,volkswagen,nein,17-03-2016 00:00,0,26931,17-03-2016 18:51
05-04-2016 09:53,Opel_Corsa_1.0_12V_Editio,privat,Angebot,6450,control,kleinwagen,2008,manuell,60,corsa,30000,6,benzin,opel,nein,05-04-2016 00:00,0,6895,07-04-2016 13:16
31-03-2016 19:41,VW_Polo_1_6,privat,Angebot,350,control,kleinwagen,1997,manuell,0,polo,150000,7,,volkswagen,ja,31-03-2016 00:00,0,47259,06-04-2016 13:45
01-04-2016 14:37,BMW_525d_Touring_LCI_Facelift_Navi_Sitzheizung_Bi_Xenon_Anhaengerk,privat,Angebot,10000,test,kombi,2007,manuell,197,5er,150000,12,diesel,bmw,nein,01-04-2016 00:00,0,10315,07-04-2016 12:46
31-03-2016 17:47,Volkswagen_T3_Westfalia,privat,Angebot,3800,control,bus,1986,manuell,69,transporter,70000,4,diesel,volkswagen,nein,31-03-2016 00:00,0,30827,31-03-2016 17:47
05-03-2016 18:25,BMW_Vollausstattung.Kompfortsitze,privat,Angebot,16450,control,limousine,2008,automatik,0,x_reihe,150000,8,,bmw,nein,05-03-2016 00:00,0,56070,23-03-2016 21:18
19-03-2016 11:47,Jaguar_XJ_40_Automatik_EURO_2_!TOP!,privat,Angebot,3850,test,limousine,1990,automatik,222,andere,150000,5,benzin,jaguar,nein,19-03-2016 00:00,0,42107,22-03-2016 20:48
08-03-2016 22:57,Fiat_Grande_Punto_1.2_8V,privat,Angebot,2850,test,kleinwagen,2006,manuell,65,andere,150000,1,benzin,fiat,nein,08-03-2016 00:00,0,89269,12-03-2016 12:44
06-03-2016 18:44,Hyundai_ix35_1.6_2WD,privat,Angebot,18900,control,bus,2015,manuell,135,i_reihe,10000,2,benzin,hyundai,nein,06-03-2016 00:00,0,44894,07-03-2016 14:16
21-03-2016 09:56,Opel_Signum_1.8_Edition,privat,Angebot,4400,control,kombi,2006,manuell,140,signum,150000,9,benzin,opel,nein,21-03-2016 00:00,0,97247,25-03-2016 06:17
10-03-2016 20:42,Ford_mondeo_diesel.,privat,Angebot,1199,test,,2017,manuell,90,mondeo,150000,3,,ford,,10-03-2016 00:00,0,53639,13-03-2016 03:17
16-03-2016 18:47,Lancia_Fulvia_oldtimer_sport_Coupe,privat,Angebot,5445,control,coupe,1974,manuell,88,andere,125000,4,benzin,lancia,nein,16-03-2016 00:00,0,28199,17-03-2016 17:16
20-03-2016 15:54,Volkswagen_Polo_50,privat,Angebot,699,control,kleinwagen,1997,manuell,50,polo,150000,3,benzin,volkswagen,nein,20-03-2016 00:00,0,88477,28-03-2016 15:47
08-03-2016 15:53,Touran_2_0_7_Sitzer,privat,Angebot,2400,test,bus,2003,manuell,0,touran,150000,9,diesel,volkswagen,,08-03-2016 00:00,0,44145,08-03-2016 15:53
11-03-2016 14:25,Volkswagen_Passat_Variant_2.0_TDI_DPF_Highline,privat,Angebot,5700,control,kombi,2008,manuell,140,passat,150000,4,diesel,volkswagen,nein,11-03-2016 00:00,0,55270,19-03-2016 18:46
18-03-2016 00:41,BMW_323i_Sport_Edition,privat,Angebot,3990,test,coupe,1999,manuell,170,3er,150000,3,benzin,bmw,nein,17-03-2016 00:00,0,84453,05-04-2016 14:18
30-03-2016 12:46,Volkswagen_up!_move_up!,privat,Angebot,8200,control,kleinwagen,2013,manuell,75,up,30000,6,benzin,volkswagen,nein,30-03-2016 00:00,0,87439,07-04-2016 03:16
08-03-2016 17:43,Mercedes_Benz_S210_290_TD_2._Hand,privat,Angebot,2450,control,kombi,1997,manuell,129,e_klasse,150000,7,diesel,mercedes_benz,,08-03-2016 00:00,0,90453,28-03-2016 23:44
08-03-2016 11:55,VW_Bus_T5__Caravelle_TDI,privat,Angebot,17500,control,bus,2009,manuell,131,transporter,150000,1,diesel,volkswagen,nein,08-03-2016 00:00,0,72766,07-04-2016 13:17
16-03-2016 20:31,Mercedes_Benz_SL_350_7G_TRONIC,privat,Angebot,37000,control,cabrio,2009,automatik,315,sl,30000,4,benzin,mercedes_benz,nein,16-03-2016 00:00,0,56130,05-04-2016 22:17
30-03-2016 21:53,polo_86c_steilheck,privat,Angebot,180,test,,2016,,0,polo,125000,0,,volkswagen,,30-03-2016 00:00,0,37581,05-04-2016 13:16
05-04-2016 00:56,Ford_Fiesta,privat,Angebot,3200,control,kleinwagen,2008,manuell,80,fiesta,90000,6,benzin,ford,,05-04-2016 00:00,0,77933,07-04-2016 10:16
12-03-2016 17:56,Audi_A6_Avant_2.0_TDI_DPF_multitronic,privat,Angebot,8900,test,kombi,2009,automatik,170,a6,150000,3,diesel,audi,nein,12-03-2016 00:00,0,9131,16-03-2016 22:15
08-03-2016 09:51,Ford_Mondeo_Turnier_Festival_TÜV_NEU,privat,Angebot,1100,control,kombi,1999,manuell,116,mondeo,125000,9,benzin,ford,nein,08-03-2016 00:00,0,31785,08-03-2016 16:46
29-03-2016 14:45,Mercedes_Benz_E_320_T_Modell_Elegance,privat,Angebot,6500,test,kombi,2005,automatik,224,e_klasse,150000,9,benzin,mercedes_benz,nein,29-03-2016 00:00,0,18311,29-03-2016 14:45
30-03-2016 20:46,Honda_Jazz_1.2_i_VTEC,privat,Angebot,6790,control,kleinwagen,2010,manuell,90,jazz,80000,11,benzin,honda,nein,30-03-2016 00:00,0,22175,07-04-2016 13:16
12-03-2016 15:25,Opel_Corsa_1.2L,privat,Angebot,999,control,kleinwagen,2000,manuell,58,corsa,150000,9,benzin,opel,nein,12-03-2016 00:00,0,65201,19-03-2016 16:49
30-03-2016 21:38,Skoda_Fabia_1_2_TSI_Monte_Carlo,privat,Angebot,13900,test,kleinwagen,2013,manuell,86,fabia,30000,6,benzin,skoda,nein,30-03-2016 00:00,0,46397,05-04-2016 11:45
23-03-2016 20:53,BMW_320d__Xenon__Navi__M_Sportpaket,privat,Angebot,17800,test,kombi,2010,manuell,184,3er,125000,7,diesel,bmw,nein,23-03-2016 00:00,0,98528,06-04-2016 02:46
10-03-2016 16:57,Nissan_Primera_2_2_Diesel,privat,Angebot,1400,control,,2005,manuell,141,primera,150000,8,diesel,nissan,,10-03-2016 00:00,0,59379,16-03-2016 05:17
04-04-2016 18:52,VW_T4_2.5_TDI_LKW_Geschl._Kasten__Gruene_Plakette,privat,Angebot,2900,test,bus,1997,manuell,102,transporter,150000,12,diesel,volkswagen,nein,04-04-2016 00:00,0,47608,06-04-2016 21:16
18-03-2016 07:36,Verkaufe_Opel_Vectra_2_2_GTS,privat,Angebot,3900,test,limousine,2003,automatik,145,,125000,11,,opel,nein,18-03-2016 00:00,0,59590,26-03-2016 10:46
06-03-2016 19:42,Opel_Astra_GTC_1.6_Turbo_110_Jahre_Innovation,privat,Angebot,8000,control,kleinwagen,2009,manuell,180,astra,70000,3,benzin,opel,,06-03-2016 00:00,0,34117,01-04-2016 01:45
26-03-2016 15:55,Honda_Accord_1.8i_LS,privat,Angebot,1650,test,limousine,1996,automatik,116,accord,150000,10,benzin,honda,nein,26-03-2016 00:00,0,71717,02-04-2016 06:17
09-03-2016 10:55,Top_Zustand,privat,Angebot,1099,control,limousine,1998,manuell,96,carisma,5000,10,benzin,mitsubishi,,09-03-2016 00:00,0,19370,27-03-2016 17:17
30-03-2016 18:25,Audi_A4_Avant,privat,Angebot,400,control,kombi,1996,manuell,125,a4,150000,6,benzin,audi,ja,30-03-2016 00:00,0,57627,07-04-2016 12:46
04-04-2016 22:38,Audi_A4_Avant_3.0_TDI_DPF_quattro,privat,Angebot,10900,test,kombi,2007,automatik,232,a4,150000,5,diesel,audi,nein,04-04-2016 00:00,0,96175,07-04-2016 01:16
17-03-2016 02:36,Ford_Mondeo,privat,Angebot,444,test,kombi,1998,manuell,85,mondeo,150000,6,benzin,ford,nein,17-03-2016 00:00,0,41063,29-03-2016 17:15
07-03-2016 23:56,Chevrolet_Captiva_2.0_4WD_7_Sitzer_LT,privat,Angebot,9199,test,suv,2006,manuell,150,captiva,125000,10,diesel,chevrolet,nein,07-03-2016 00:00,0,59821,17-03-2016 21:45
01-04-2016 22:48,Rotes_Golf_Cabrio___Sehr_guter_Zustand,privat,Angebot,2600,test,cabrio,1994,manuell,75,golf,150000,7,benzin,volkswagen,nein,01-04-2016 00:00,0,59227,05-04-2016 20:46
03-04-2016 14:42,Mazda_3_1.6_CD_Sport_DPF_Active_Plus,privat,Angebot,5900,test,limousine,2007,manuell,109,3_reihe,90000,11,diesel,mazda,ja,03-04-2016 00:00,0,64665,05-04-2016 13:18
03-04-2016 19:37,BMW_525i_Navi_Klima.TV_Euro3,privat,Angebot,3600,test,limousine,2001,automatik,192,5er,150000,3,benzin,bmw,nein,03-04-2016 00:00,0,70806,05-04-2016 20:15
30-03-2016 13:49,Peugeot_307_HDi.Teillleder.Sitzheizung_Euro4_Klimatronic,privat,Angebot,2350,test,limousine,2002,manuell,107,3_reihe,150000,6,diesel,peugeot,nein,30-03-2016 00:00,0,52066,30-03-2016 13:49
28-03-2016 17:44,Peugeot_307_HDI_*Gruene_Plakette*_5Tuerig,privat,Angebot,2444,test,limousine,2001,manuell,0,3_reihe,150000,10,diesel,peugeot,nein,28-03-2016 00:00,0,52525,28-03-2016 17:44
14-03-2016 17:43,Golf_4_Cabrio_/_No_vr6_gti_gtd,privat,Angebot,4700,test,cabrio,1998,manuell,110,golf,20000,0,diesel,volkswagen,nein,14-03-2016 00:00,0,52070,06-04-2016 00:15
30-03-2016 21:44,Ford_Fusion_Limousine,privat,Angebot,3000,test,limousine,2006,manuell,101,fusion,150000,6,benzin,ford,nein,30-03-2016 00:00,0,81927,05-04-2016 11:46
05-03-2016 14:48,Kia_Sportage_2.0_CRDi_184_AWD_Aut._Platinum_Edition,privat,Angebot,28950,control,suv,2015,automatik,184,sportage,5000,3,diesel,kia,nein,05-03-2016 00:00,0,81373,05-03-2016 17:45
22-03-2016 12:47,Seat_Altea_XL_1.6_TDI_DPF_DSG_4You,privat,Angebot,16990,control,bus,2014,automatik,105,altea,30000,12,diesel,seat,nein,22-03-2016 00:00,0,72124,06-04-2016 01:17
05-04-2016 02:36,Bmw_116i_coupe,privat,Angebot,8888,test,coupe,2009,manuell,122,1er,70000,3,benzin,bmw,nein,05-04-2016 00:00,0,85049,07-04-2016 11:15
14-03-2016 23:45,VW_Fox_Volkswagen_Auto_Kleinwagen,privat,Angebot,2700,control,kleinwagen,2004,manuell,70,fox,150000,12,diesel,volkswagen,nein,14-03-2016 00:00,0,76131,07-04-2016 03:16
30-03-2016 20:30,A5_Cabrio_2.0_TFSI_quattro_S_tronic_mmi_plus,privat,Angebot,28900,control,cabrio,2012,automatik,211,a5,50000,5,benzin,audi,nein,30-03-2016 00:00,0,61350,05-04-2016 11:18
09-03-2016 11:51,Smart_smart_&_passion_cdi,privat,Angebot,1750,test,kleinwagen,2001,automatik,41,fortwo,150000,10,diesel,smart,nein,09-03-2016 00:00,0,22419,24-03-2016 22:46
24-03-2016 14:52,Volkswagen_Golf_Variant_1.4_Edition_mit_Klima.EURO_4,privat,Angebot,1450,test,kombi,2000,manuell,75,golf,125000,12,benzin,volkswagen,nein,24-03-2016 00:00,0,58511,24-03-2016 15:42
08-03-2016 19:44,Ford_Fusion_1.4_Trend,privat,Angebot,2300,test,kleinwagen,2004,manuell,80,fusion,150000,10,benzin,ford,nein,08-03-2016 00:00,0,25488,05-04-2016 13:45
21-03-2016 13:51,BMW_X3_xDrive30d_Aut.,privat,Angebot,36500,test,suv,2011,automatik,258,x_reihe,70000,11,diesel,bmw,nein,21-03-2016 00:00,0,71686,06-04-2016 09:46
02-04-2016 14:56,Skoda_fuer_wenig_Geld,privat,Angebot,350,test,kleinwagen,1999,manuell,75,andere,150000,3,benzin,skoda,ja,02-04-2016 00:00,0,12099,02-04-2016 14:56
29-03-2016 21:52,Mercedes_SLK_200_Cabrio,privat,Angebot,15400,test,cabrio,2007,manuell,163,slk,70000,3,benzin,mercedes_benz,nein,29-03-2016 00:00,0,93089,06-04-2016 08:45
30-03-2016 00:25,Ford_Mondeo_1.8_Turnier_Ambiente_mit_TÜV,privat,Angebot,1350,test,kombi,2002,manuell,110,mondeo,150000,12,benzin,ford,nein,29-03-2016 00:00,0,35792,06-04-2016 15:15
